panel	comparison	disease	left_target	right_target	auxiliaries	n_aux	n_block	left_phbc	right_phbc	delta_fraction	delta_pp	paired_jackknife_se_fraction	paired_jackknife_se_pp	ci95_low_pp	ci95_high_pp	z	p_two_sided	left_corrected_weight	right_corrected_weight	method	fdr_family	q_bh_8	survives_bh_0_05
disease-specific psychiatric panel	MDD_EHR_minus_CLIN	MDD	MDD_EHR_PGC2025	MDD_CLIN_PGC2025	BD_PGC2021,SCZ_PGC2022,ADHD,ASD,OCD_2025,AN,AUD,CUD_2023_EUR	8	200	0.567723619348182	0.452869365068109	0.114854254280073	11.4854254280073	0.0619773976238673	6.19773976238673	-0.662144506270719	23.6329953622853	1.85316355128539	0.0638589201718941	0.96875	0.96875	200-block paired delete-one-block jackknife with fixed full-data correction weights	eight complete within-disorder psychiatric paired contrasts; disease-specific psychiatric panel	0.127717840343788	FALSE
disease-specific psychiatric panel	MDD_FINNGEN_minus_CLIN	MDD	MDD_FINNGEN_R13	MDD_CLIN_PGC2025	BD_PGC2021,SCZ_PGC2022,ADHD,ASD,OCD_2025,AN,AUD,CUD_2023_EUR	8	200	0.518262509428056	0.452869365068109	0.0653931443599472	6.53931443599472	0.0659487471558061	6.59487471558061	-6.38664000654328	19.4652688785327	0.991575233498427	0.321404775649241	0.96875	0.96875	200-block paired delete-one-block jackknife with fixed full-data correction weights	eight complete within-disorder psychiatric paired contrasts; disease-specific psychiatric panel	0.367319743599133	FALSE
disease-specific psychiatric panel	MDD_QUEST_minus_CLIN	MDD	MDD_QUEST_PGC2025	MDD_CLIN_PGC2025	BD_PGC2021,SCZ_PGC2022,ADHD,ASD,OCD_2025,AN,AUD,CUD_2023_EUR	8	200	0.396582947139112	0.452869365068109	-0.0562864179289965	-5.62864179289965	0.0646577404102444	6.46577404102444	-18.3015589133075	7.04427532750825	-0.870528688009618	0.384011548548167	0.96875	0.96875	200-block paired delete-one-block jackknife with fixed full-data correction weights	eight complete within-disorder psychiatric paired contrasts; disease-specific psychiatric panel	0.384011548548167	FALSE
disease-specific psychiatric panel	MDD_EHR_minus_QUEST	MDD	MDD_EHR_PGC2025	MDD_QUEST_PGC2025	BD_PGC2021,SCZ_PGC2022,ADHD,ASD,OCD_2025,AN,AUD,CUD_2023_EUR	8	200	0.567723619348182	0.396582947139112	0.171140672209069	17.1140672209069	0.037742326047643	3.7742326047643	9.7165713155689	24.5115631262449	4.53444951943435	5.7753912226268e-06	0.96875	0.96875	200-block paired delete-one-block jackknife with fixed full-data correction weights	eight complete within-disorder psychiatric paired contrasts; disease-specific psychiatric panel	2.31015648905072e-05	TRUE
disease-specific psychiatric panel	MDD_EHR_minus_FINNGEN	MDD	MDD_EHR_PGC2025	MDD_FINNGEN_R13	BD_PGC2021,SCZ_PGC2022,ADHD,ASD,OCD_2025,AN,AUD,CUD_2023_EUR	8	200	0.567723619348182	0.518262509428056	0.0494611099201255	4.94611099201255	0.0330927788962565	3.30927788962565	-1.54007367165371	11.4322956556788	1.49461941758299	0.135013795560865	0.96875	0.96875	200-block paired delete-one-block jackknife with fixed full-data correction weights	eight complete within-disorder psychiatric paired contrasts; disease-specific psychiatric panel	0.180018394081153	FALSE
disease-specific psychiatric panel	MDD_FINNGEN_minus_QUEST	MDD	MDD_FINNGEN_R13	MDD_QUEST_PGC2025	BD_PGC2021,SCZ_PGC2022,ADHD,ASD,OCD_2025,AN,AUD,CUD_2023_EUR	8	200	0.518262509428056	0.396582947139112	0.121679562288944	12.1679562288944	0.0421087271704842	4.21087271704842	3.91464570347946	20.4212667543093	2.88965187183891	0.00385668663601542	0.96875	0.96875	200-block paired delete-one-block jackknife with fixed full-data correction weights	eight complete within-disorder psychiatric paired contrasts; disease-specific psychiatric panel	0.0102844976960411	TRUE
disease-specific psychiatric panel	BD_FINNGEN_minus_CLIN	BD	BD_FINNGEN_R13	BD_CLIN_PGC4	SCZ_PGC2022,PTSD,ANX,ADHD,ASD,OCD_2025,AN,AUD,CUD_2023_EUR	9	200	0.583460028923819	0.462746363341069	0.120713665582751	12.0713665582751	0.0798933215535304	7.98933215535304	-3.58772446621689	27.730457582767	1.51093562309673	0.130804853666847	0.9375	0.96875	200-block paired delete-one-block jackknife with fixed full-data correction weights	eight complete within-disorder psychiatric paired contrasts; disease-specific psychiatric panel	0.180018394081153	FALSE
disease-specific psychiatric panel	SCZ_FINNGEN_minus_PGC	SCZ	SCZ_FINNGEN_R13	SCZ_PGC2022	MDD_CLIN_PGC2025,BD_PGC2021,PTSD,ANX,ADHD,ASD,OCD_2025,AN,AUD,CUD_2023_EUR	10	200	0.223270628282196	0.495847416414103	-0.272576788131908	-27.2576788131908	0.0481458732224367	4.81458732224367	-36.6942699647884	-17.8210876615932	-5.66147771113398	1.50075001960019e-08	0.8125	0.96875	200-block paired delete-one-block jackknife with fixed full-data correction weights	eight complete within-disorder psychiatric paired contrasts; disease-specific psychiatric panel	1.20060001568015e-07	TRUE
