comparison_type	section	disease	left_trait	right_trait	rg	rg_se	left_h2	left_h2_se	right_h2	right_h2_se	left_source_url	right_source_identifier	right_source_url	intercept_gencov	intercept_gencov_se	intercept_left_h2	intercept_left_h2_se	intercept_right_h2	intercept_right_h2_se	intercept_constrained	overlap_status	archive_status	notes	ldsc_version	intercept_command_mode	log_file	run_status
target_auxiliary	psychiatric_target_auxiliary	NA	MDD_FINNGEN_R13	ASD	0.3417	0.044	0.041	0.0021	0.2035	0.0178	https://r13.risteys.finngen.fi/endpoints/F5_DEPRESSIO	Grove et al. 2019 ASD European summary statistics	NA	0.006	0.0074	1.122	0.0127	1.0085	0.0099	FALSE	participant_overlap_unknown_or_unreported	archived_ldsc_log	target-auxiliary overlap was not resolved from the available public source records; LDSC command mode recorded as freely estimated	1.0.1	freely_estimated_default	MDD_FINNGEN_R13__ASD.log	log_parsed
target_auxiliary	psychiatric_target_auxiliary	NA	MDD_FINNGEN_R13	AUD	0.3918	0.0246	0.041	0.0021	0.085	0.0035	https://r13.risteys.finngen.fi/endpoints/F5_DEPRESSIO	Nature Medicine 2023 European AUD meta-analysis; AUD_EUR_Aug2023.txt.gz	NA	0.1059	0.0053	1.1242	0.0108	1.0463	0.0069	FALSE	participant_overlap_unknown_or_unreported	archived_ldsc_log	target-auxiliary overlap was not resolved from the available public source records; LDSC command mode recorded as freely estimated	1.0.1	freely_estimated_default	MDD_FINNGEN_R13__AUD.log	log_parsed
target_auxiliary	psychiatric_target_auxiliary	NA	MDD_FINNGEN_R13	BD_PGC2021	0.5251	0.0253	0.041	0.0021	0.2788	0.0114	https://r13.risteys.finngen.fi/endpoints/F5_DEPRESSIO	PGC bipolar disorder 2021 summary statistics	NA	0.0152	0.0075	1.126	0.0122	1.0367	0.0114	FALSE	participant_overlap_unknown_or_unreported	archived_ldsc_log	target-auxiliary overlap was not resolved from the available public source records; LDSC command mode recorded as freely estimated	1.0.1	freely_estimated_default	MDD_FINNGEN_R13__BD_PGC2021.log	log_parsed
target_auxiliary	psychiatric_target_auxiliary	NA	MDD_FINNGEN_R13	CUD_2023_EUR	0.4327	0.0295	0.041	0.0021	0.0874	0.0045	https://r13.risteys.finngen.fi/endpoints/F5_DEPRESSIO	2023 European CUD meta-analysis	NA	-0.0005	0.0056	1.1229	0.0104	0.9904	0.0078	FALSE	participant_overlap_unknown_or_unreported	archived_ldsc_log	target-auxiliary overlap was not resolved from the available public source records; LDSC command mode recorded as freely estimated	1.0.1	freely_estimated_default	MDD_FINNGEN_R13__CUD_2023_EUR.log	log_parsed
target_auxiliary	psychiatric_target_auxiliary	NA	MDD_FINNGEN_R13	OCD_2025	0.5202	0.0335	0.041	0.0021	0.3164	0.0203	https://r13.risteys.finngen.fi/endpoints/F5_DEPRESSIO	2025 OCD GWAS, non-23andMe leave-UKB-out file	NA	0.0269	0.0062	1.1233	0.0118	1.0243	0.0069	FALSE	participant_overlap_unknown_or_unreported	archived_ldsc_log	target-auxiliary overlap was not resolved from the available public source records; LDSC command mode recorded as freely estimated	1.0.1	freely_estimated_default	MDD_FINNGEN_R13__OCD_2025.log	log_parsed
target_auxiliary	psychiatric_target_auxiliary	NA	MDD_FINNGEN_R13	PTSD	0.7921	0.0175	0.041	0.0021	0.0543	0.0023	https://r13.risteys.finngen.fi/endpoints/F5_DEPRESSIO	PGC PTSD Freeze 3 European case-control; Figshare article 26349322, file 52065146; doi:10.6084/m9.figshare.26349322.v3	NA	0.0801	0.0075	1.1195	0.0113	1.036	0.0099	FALSE	participant_overlap_unknown_or_unreported	archived_ldsc_log	target-auxiliary overlap was not resolved from the available public source records; LDSC command mode recorded as freely estimated	1.0.1	freely_estimated_default	MDD_FINNGEN_R13__PTSD.log	log_parsed
target_auxiliary	psychiatric_target_auxiliary	NA	MDD_FINNGEN_R13	SCZ_PGC2022	0.4263	0.0221	0.041	0.0021	0.3876	0.0136	https://r13.risteys.finngen.fi/endpoints/F5_DEPRESSIO	PGC schizophrenia wave 3 European summary statistics	https://figshare.com/articles/dataset/scz2022/19426775/7	0.0102	0.0079	1.1246	0.0121	1.0787	0.0161	FALSE	participant_overlap_unknown_or_unreported	archived_ldsc_log	target-auxiliary overlap was not resolved from the available public source records; LDSC command mode recorded as freely estimated	1.0.1	freely_estimated_default	MDD_FINNGEN_R13__SCZ_PGC2022.log	log_parsed
target_auxiliary	psychiatric_target_auxiliary	NA	MDD_QUEST_PGC2025	ADHD	0.4723	0.0271	0.0704	0.0037	0.164	0.0073	https://figshare.com/articles/dataset/GWAS_summary_statistics_for_major_depression_PGC_MDD2025_/27061255	PGC ADHD 2023 European release; Figshare file 40036684	NA	0.0102	0.0064	1.0215	0.0094	1.0254	0.0098	FALSE	participant_overlap_unknown_or_unreported	archived_ldsc_log	target-auxiliary overlap was not resolved from the available public source records; LDSC command mode recorded as freely estimated	1.0.1	freely_estimated_default	MDD_QUEST_PGC2025__ADHD.log	log_parsed
target_auxiliary	psychiatric_target_auxiliary	NA	MDD_QUEST_PGC2025	AN	0.2519	0.042	0.0704	0.0037	0.2494	0.0166	https://figshare.com/articles/dataset/GWAS_summary_statistics_for_major_depression_PGC_MDD2025_/27061255	Watson et al. 2019 anorexia nervosa European summary statistics	NA	0.0477	0.0072	1.0317	0.0116	1.0199	0.0113	FALSE	participant_overlap_unknown_or_unreported	archived_ldsc_log	target-auxiliary overlap was not resolved from the available public source records; LDSC command mode recorded as freely estimated	1.0.1	freely_estimated_default	MDD_QUEST_PGC2025__AN.log	log_parsed
target_auxiliary	psychiatric_target_auxiliary	NA	MDD_QUEST_PGC2025	ANX	0.8049	0.0217	0.0704	0.0037	0.0776	0.0028	https://figshare.com/articles/dataset/GWAS_summary_statistics_for_major_depression_PGC_MDD2025_/27061255	PGC anxiety meta-analysis excluding UTAH; Figshare article 31389910, file 62089324; doi:10.6084/m9.figshare.31389910.v1	NA	0.1467	0.0068	1.0172	0.0091	1.0426	0.0088	FALSE	participant_overlap_unknown_or_unreported	archived_ldsc_log	target-auxiliary overlap was not resolved from the available public source records; LDSC command mode recorded as freely estimated	1.0.1	freely_estimated_default	MDD_QUEST_PGC2025__ANX.log	log_parsed
target_auxiliary	psychiatric_target_auxiliary	NA	MDD_QUEST_PGC2025	ASD	0.3308	0.0456	0.0704	0.0037	0.2035	0.0178	https://figshare.com/articles/dataset/GWAS_summary_statistics_for_major_depression_PGC_MDD2025_/27061255	Grove et al. 2019 ASD European summary statistics	NA	0.0032	0.0071	1.026	0.0106	1.0066	0.0098	FALSE	participant_overlap_unknown_or_unreported	archived_ldsc_log	target-auxiliary overlap was not resolved from the available public source records; LDSC command mode recorded as freely estimated	1.0.1	freely_estimated_default	MDD_QUEST_PGC2025__ASD.log	log_parsed
target_auxiliary	psychiatric_target_auxiliary	NA	MDD_QUEST_PGC2025	AUD	0.3707	0.0248	0.0704	0.0037	0.085	0.0035	https://figshare.com/articles/dataset/GWAS_summary_statistics_for_major_depression_PGC_MDD2025_/27061255	Nature Medicine 2023 European AUD meta-analysis; AUD_EUR_Aug2023.txt.gz	NA	0.0008	0.005	1.0186	0.009	1.0466	0.0069	FALSE	participant_overlap_unknown_or_unreported	archived_ldsc_log	target-auxiliary overlap was not resolved from the available public source records; LDSC command mode recorded as freely estimated	1.0.1	freely_estimated_default	MDD_QUEST_PGC2025__AUD.log	log_parsed
target_auxiliary	psychiatric_target_auxiliary	NA	MDD_QUEST_PGC2025	BD_PGC2021	0.4144	0.028	0.0704	0.0037	0.2788	0.0114	https://figshare.com/articles/dataset/GWAS_summary_statistics_for_major_depression_PGC_MDD2025_/27061255	PGC bipolar disorder 2021 summary statistics	NA	0.0212	0.0071	1.0195	0.0099	1.0317	0.0111	FALSE	participant_overlap_unknown_or_unreported	archived_ldsc_log	target-auxiliary overlap was not resolved from the available public source records; LDSC command mode recorded as freely estimated	1.0.1	freely_estimated_default	MDD_QUEST_PGC2025__BD_PGC2021.log	log_parsed
target_auxiliary	psychiatric_target_auxiliary	NA	MDD_QUEST_PGC2025	CUD_2023_EUR	0.3545	0.0322	0.0704	0.0037	0.0874	0.0045	https://figshare.com/articles/dataset/GWAS_summary_statistics_for_major_depression_PGC_MDD2025_/27061255	2023 European CUD meta-analysis	NA	0.0026	0.0052	1.0155	0.009	0.9932	0.0076	FALSE	participant_overlap_unknown_or_unreported	archived_ldsc_log	target-auxiliary overlap was not resolved from the available public source records; LDSC command mode recorded as freely estimated	1.0.1	freely_estimated_default	MDD_QUEST_PGC2025__CUD_2023_EUR.log	log_parsed
target_auxiliary	psychiatric_target_auxiliary	NA	MDD_QUEST_PGC2025	OCD_2025	0.4433	0.0373	0.0704	0.0037	0.3164	0.0203	https://figshare.com/articles/dataset/GWAS_summary_statistics_for_major_depression_PGC_MDD2025_/27061255	2025 OCD GWAS, non-23andMe leave-UKB-out file	NA	0.0067	0.0054	1.0194	0.009	1.0223	0.0069	FALSE	participant_overlap_unknown_or_unreported	archived_ldsc_log	target-auxiliary overlap was not resolved from the available public source records; LDSC command mode recorded as freely estimated	1.0.1	freely_estimated_default	MDD_QUEST_PGC2025__OCD_2025.log	log_parsed
target_auxiliary	psychiatric_target_auxiliary	NA	MDD_QUEST_PGC2025	PTSD	0.8208	0.0241	0.0704	0.0037	0.0543	0.0023	https://figshare.com/articles/dataset/GWAS_summary_statistics_for_major_depression_PGC_MDD2025_/27061255	PGC PTSD Freeze 3 European case-control; Figshare article 26349322, file 52065146; doi:10.6084/m9.figshare.26349322.v3	NA	0.0791	0.0068	1.0169	0.0094	1.0327	0.0093	FALSE	participant_overlap_unknown_or_unreported	archived_ldsc_log	target-auxiliary overlap was not resolved from the available public source records; LDSC command mode recorded as freely estimated	1.0.1	freely_estimated_default	MDD_QUEST_PGC2025__PTSD.log	log_parsed
target_auxiliary	psychiatric_target_auxiliary	NA	MDD_QUEST_PGC2025	SCZ_PGC2022	0.2579	0.0283	0.0704	0.0037	0.3876	0.0136	https://figshare.com/articles/dataset/GWAS_summary_statistics_for_major_depression_PGC_MDD2025_/27061255	PGC schizophrenia wave 3 European summary statistics	https://figshare.com/articles/dataset/scz2022/19426775/7	0.0136	0.0077	1.0186	0.0096	1.074	0.0152	FALSE	participant_overlap_unknown_or_unreported	archived_ldsc_log	target-auxiliary overlap was not resolved from the available public source records; LDSC command mode recorded as freely estimated	1.0.1	freely_estimated_default	MDD_QUEST_PGC2025__SCZ_PGC2022.log	log_parsed
target_auxiliary	psychiatric_target_auxiliary	NA	SCZ_FINNGEN_R13	ADHD	-0.0148	0.0504	0.13	0.0185	0.164	0.0073	https://r13.risteys.finngen.fi/endpoints/F5_SCHZPHR	PGC ADHD 2023 European release; Figshare file 40036684	NA	0.0042	0.0053	1.0397	0.0081	1.0264	0.0098	FALSE	participant_overlap_unknown_or_unreported	archived_ldsc_log	target-auxiliary overlap was not resolved from the available public source records; LDSC command mode recorded as freely estimated	1.0.1	freely_estimated_default	SCZ_FINNGEN_R13__ADHD.log	log_parsed
target_auxiliary	psychiatric_target_auxiliary	NA	SCZ_FINNGEN_R13	AN	0.1552	0.0611	0.13	0.0185	0.2494	0.0166	https://r13.risteys.finngen.fi/endpoints/F5_SCHZPHR	Watson et al. 2019 anorexia nervosa European summary statistics	NA	0.0001	0.0062	1.0368	0.009	1.0213	0.0113	FALSE	participant_overlap_unknown_or_unreported	archived_ldsc_log	target-auxiliary overlap was not resolved from the available public source records; LDSC command mode recorded as freely estimated	1.0.1	freely_estimated_default	SCZ_FINNGEN_R13__AN.log	log_parsed
target_auxiliary	psychiatric_target_auxiliary	NA	SCZ_FINNGEN_R13	ANX	0.2193	0.0467	0.13	0.0185	0.0776	0.0028	https://r13.risteys.finngen.fi/endpoints/F5_SCHZPHR	PGC anxiety meta-analysis excluding UTAH; Figshare article 31389910, file 62089324; doi:10.6084/m9.figshare.31389910.v1	NA	-0.0073	0.0052	1.0395	0.0072	1.0453	0.0093	FALSE	participant_overlap_unknown_or_unreported	archived_ldsc_log	target-auxiliary overlap was not resolved from the available public source records; LDSC command mode recorded as freely estimated	1.0.1	freely_estimated_default	SCZ_FINNGEN_R13__ANX.log	log_parsed
target_auxiliary	psychiatric_target_auxiliary	NA	SCZ_FINNGEN_R13	ASD	0.1942	0.0931	0.13	0.0185	0.2035	0.0178	https://r13.risteys.finngen.fi/endpoints/F5_SCHZPHR	Grove et al. 2019 ASD European summary statistics	NA	0.0031	0.0064	1.0405	0.0091	1.0084	0.0099	FALSE	participant_overlap_unknown_or_unreported	archived_ldsc_log	target-auxiliary overlap was not resolved from the available public source records; LDSC command mode recorded as freely estimated	1.0.1	freely_estimated_default	SCZ_FINNGEN_R13__ASD.log	log_parsed
target_auxiliary	psychiatric_target_auxiliary	NA	SCZ_FINNGEN_R13	AUD	0.1803	0.0518	0.13	0.0185	0.085	0.0035	https://r13.risteys.finngen.fi/endpoints/F5_SCHZPHR	Nature Medicine 2023 European AUD meta-analysis; AUD_EUR_Aug2023.txt.gz	NA	0.0112	0.0049	1.0397	0.0073	1.0463	0.0069	FALSE	participant_overlap_unknown_or_unreported	archived_ldsc_log	target-auxiliary overlap was not resolved from the available public source records; LDSC command mode recorded as freely estimated	1.0.1	freely_estimated_default	SCZ_FINNGEN_R13__AUD.log	log_parsed
target_auxiliary	psychiatric_target_auxiliary	NA	SCZ_FINNGEN_R13	BD_PGC2021	0.5346	0.0566	0.13	0.0185	0.2788	0.0114	https://r13.risteys.finngen.fi/endpoints/F5_SCHZPHR	PGC bipolar disorder 2021 summary statistics	NA	0.023	0.0062	1.0394	0.0083	1.0368	0.0114	FALSE	participant_overlap_unknown_or_unreported	archived_ldsc_log	target-auxiliary overlap was not resolved from the available public source records; LDSC command mode recorded as freely estimated	1.0.1	freely_estimated_default	SCZ_FINNGEN_R13__BD_PGC2021.log	log_parsed
target_auxiliary	psychiatric_target_auxiliary	NA	SCZ_FINNGEN_R13	CUD_2023_EUR	0.1403	0.0548	0.13	0.0185	0.0874	0.0045	https://r13.risteys.finngen.fi/endpoints/F5_SCHZPHR	2023 European CUD meta-analysis	NA	0.0037	0.0044	1.0375	0.0068	0.9905	0.0078	FALSE	participant_overlap_unknown_or_unreported	archived_ldsc_log	target-auxiliary overlap was not resolved from the available public source records; LDSC command mode recorded as freely estimated	1.0.1	freely_estimated_default	SCZ_FINNGEN_R13__CUD_2023_EUR.log	log_parsed
target_auxiliary	psychiatric_target_auxiliary	NA	SCZ_FINNGEN_R13	MDD_CLIN_PGC2025	0.2595	0.0909	0.13	0.0185	0.095	0.0096	https://r13.risteys.finngen.fi/endpoints/F5_SCHZPHR	PGC MDD2025 clinical/interview European summary statistics	https://figshare.com/articles/dataset/GWAS_summary_statistics_for_major_depression_PGC_MDD2025_/27061255	-0.001	0.0054	1.0411	0.0086	1.0135	0.0076	FALSE	participant_overlap_unknown_or_unreported	archived_ldsc_log	target-auxiliary overlap was not resolved from the available public source records; LDSC command mode recorded as freely estimated	1.0.1	freely_estimated_default	SCZ_FINNGEN_R13__MDD_CLIN_PGC2025.log	log_parsed
target_auxiliary	psychiatric_target_auxiliary	NA	SCZ_FINNGEN_R13	OCD_2025	0.28	0.07	0.13	0.0185	0.3164	0.0203	https://r13.risteys.finngen.fi/endpoints/F5_SCHZPHR	2025 OCD GWAS, non-23andMe leave-UKB-out file	NA	0.0113	0.0053	1.0382	0.008	1.0242	0.0069	FALSE	participant_overlap_unknown_or_unreported	archived_ldsc_log	target-auxiliary overlap was not resolved from the available public source records; LDSC command mode recorded as freely estimated	1.0.1	freely_estimated_default	SCZ_FINNGEN_R13__OCD_2025.log	log_parsed
target_auxiliary	psychiatric_target_auxiliary	NA	SCZ_FINNGEN_R13	PTSD	0.1599	0.0522	0.13	0.0185	0.0543	0.0023	https://r13.risteys.finngen.fi/endpoints/F5_SCHZPHR	PGC PTSD Freeze 3 European case-control; Figshare article 26349322, file 52065146; doi:10.6084/m9.figshare.26349322.v3	NA	0.0005	0.0058	1.0388	0.0077	1.0361	0.0099	FALSE	participant_overlap_unknown_or_unreported	archived_ldsc_log	target-auxiliary overlap was not resolved from the available public source records; LDSC command mode recorded as freely estimated	1.0.1	freely_estimated_default	SCZ_FINNGEN_R13__PTSD.log	log_parsed
target_auxiliary	psychiatric_target_auxiliary	NA	SCZ_FINNGEN_R13_EXMORE	MDD_CLIN_PGC2025	0.563428226238211	0.0681164020260329	0.1363556618031	0.0127609820917577	0.095	0.0096	https://r13.risteys.finngen.fi/endpoints/KRA_PSY_SCHIZODEL_EXMORE	PGC MDD2025 clinical/interview European summary statistics	https://figshare.com/articles/dataset/GWAS_summary_statistics_for_major_depression_PGC_MDD2025_/27061255	0.0012	0.0061	1.0615	0.0095	1.0136	0.0076	FALSE	participant_overlap_unknown_or_unreported	archived_ldsc_log	target-auxiliary overlap was not resolved from the available public source records; LDSC command mode recorded as freely estimated	1.0.1	freely_estimated_default	SCZ_FINNGEN_R13_EXMORE__MDD_CLIN_PGC2025.log	log_parsed
target_auxiliary	psychiatric_target_auxiliary	NA	SCZ_FINNGEN_R13_EXMORE	BD_PGC2021	0.695763941235493	0.045155943541437	0.1363556618031	0.0127609820917577	0.2788	0.0114	https://r13.risteys.finngen.fi/endpoints/KRA_PSY_SCHIZODEL_EXMORE	PGC bipolar disorder 2021 summary statistics	NA	0.0273	0.0071	1.0623	0.0089	1.0367	0.0114	FALSE	participant_overlap_unknown_or_unreported	archived_ldsc_log	target-auxiliary overlap was not resolved from the available public source records; LDSC command mode recorded as freely estimated	1.0.1	freely_estimated_default	SCZ_FINNGEN_R13_EXMORE__BD_PGC2021.log	log_parsed
target_auxiliary	psychiatric_target_auxiliary	NA	SCZ_FINNGEN_R13_EXMORE	PTSD	0.436481410569969	0.0397718930933202	0.1363556618031	0.0127609820917577	0.0543	0.0023	https://r13.risteys.finngen.fi/endpoints/KRA_PSY_SCHIZODEL_EXMORE	PGC PTSD Freeze 3 European case-control; Figshare article 26349322, file 52065146; doi:10.6084/m9.figshare.26349322.v3	NA	0.039	0.0067	1.0629	0.0089	1.036	0.0099	FALSE	participant_overlap_unknown_or_unreported	archived_ldsc_log	target-auxiliary overlap was not resolved from the available public source records; LDSC command mode recorded as freely estimated	1.0.1	freely_estimated_default	SCZ_FINNGEN_R13_EXMORE__PTSD.log	log_parsed
target_auxiliary	psychiatric_target_auxiliary	NA	SCZ_FINNGEN_R13_EXMORE	ANX	0.482008419277561	0.0397588414300164	0.1363556618031	0.0127609820917577	0.0776	0.0028	https://r13.risteys.finngen.fi/endpoints/KRA_PSY_SCHIZODEL_EXMORE	PGC anxiety meta-analysis excluding UTAH; Figshare article 31389910, file 62089324; doi:10.6084/m9.figshare.31389910.v1	NA	0.0291	0.0056	1.0601	0.0082	1.0452	0.0093	FALSE	participant_overlap_unknown_or_unreported	archived_ldsc_log	target-auxiliary overlap was not resolved from the available public source records; LDSC command mode recorded as freely estimated	1.0.1	freely_estimated_default	SCZ_FINNGEN_R13_EXMORE__ANX.log	log_parsed
target_auxiliary	psychiatric_target_auxiliary	NA	SCZ_FINNGEN_R13_EXMORE	ADHD	0.246406550151929	0.0396399018002408	0.1363556618031	0.0127609820917577	0.164	0.0073	https://r13.risteys.finngen.fi/endpoints/KRA_PSY_SCHIZODEL_EXMORE	PGC ADHD 2023 European release; Figshare file 40036684	NA	-7.7258e-05	0.0062	1.0592	0.0087	1.0267	0.0098	FALSE	participant_overlap_unknown_or_unreported	archived_ldsc_log	target-auxiliary overlap was not resolved from the available public source records; LDSC command mode recorded as freely estimated	1.0.1	freely_estimated_default	SCZ_FINNGEN_R13_EXMORE__ADHD.log	log_parsed
target_auxiliary	psychiatric_target_auxiliary	NA	SCZ_FINNGEN_R13_EXMORE	ASD	0.306123076448567	0.0556554440518811	0.1363556618031	0.0127609820917577	0.2035	0.0178	https://r13.risteys.finngen.fi/endpoints/KRA_PSY_SCHIZODEL_EXMORE	Grove et al. 2019 ASD European summary statistics	NA	0.0003	0.0065	1.0589	0.0105	1.0085	0.0099	FALSE	participant_overlap_unknown_or_unreported	archived_ldsc_log	target-auxiliary overlap was not resolved from the available public source records; LDSC command mode recorded as freely estimated	1.0.1	freely_estimated_default	SCZ_FINNGEN_R13_EXMORE__ASD.log	log_parsed
target_auxiliary	psychiatric_target_auxiliary	NA	SCZ_FINNGEN_R13_EXMORE	OCD_2025	0.380110462171966	0.049260500589444	0.1363556618031	0.0127609820917577	0.3164	0.0203	https://r13.risteys.finngen.fi/endpoints/KRA_PSY_SCHIZODEL_EXMORE	2025 OCD GWAS, non-23andMe leave-UKB-out file	NA	0.0271	0.0058	1.0583	0.0081	1.0243	0.007	FALSE	participant_overlap_unknown_or_unreported	archived_ldsc_log	target-auxiliary overlap was not resolved from the available public source records; LDSC command mode recorded as freely estimated	1.0.1	freely_estimated_default	SCZ_FINNGEN_R13_EXMORE__OCD_2025.log	log_parsed
target_auxiliary	psychiatric_target_auxiliary	NA	SCZ_FINNGEN_R13_EXMORE	AN	0.274003780036243	0.0442808215166942	0.1363556618031	0.0127609820917577	0.2494	0.0166	https://r13.risteys.finngen.fi/endpoints/KRA_PSY_SCHIZODEL_EXMORE	Watson et al. 2019 anorexia nervosa European summary statistics	NA	0.0015	0.007	1.0538	0.0109	1.0213	0.0113	FALSE	participant_overlap_unknown_or_unreported	archived_ldsc_log	target-auxiliary overlap was not resolved from the available public source records; LDSC command mode recorded as freely estimated	1.0.1	freely_estimated_default	SCZ_FINNGEN_R13_EXMORE__AN.log	log_parsed
target_auxiliary	psychiatric_target_auxiliary	NA	SCZ_FINNGEN_R13_EXMORE	AUD	0.378439017448819	0.0494975803277184	0.1363556618031	0.0127609820917577	0.085	0.0035	https://r13.risteys.finngen.fi/endpoints/KRA_PSY_SCHIZODEL_EXMORE	Nature Medicine 2023 European AUD meta-analysis; AUD_EUR_Aug2023.txt.gz	NA	0.0625	0.0056	1.061	0.0087	1.0462	0.0069	FALSE	participant_overlap_unknown_or_unreported	archived_ldsc_log	target-auxiliary overlap was not resolved from the available public source records; LDSC command mode recorded as freely estimated	1.0.1	freely_estimated_default	SCZ_FINNGEN_R13_EXMORE__AUD.log	log_parsed
target_auxiliary	psychiatric_target_auxiliary	NA	SCZ_FINNGEN_R13_EXMORE	CUD_2023_EUR	0.33388434207416	0.0399384157293063	0.1363556618031	0.0127609820917577	0.0874	0.0045	https://r13.risteys.finngen.fi/endpoints/KRA_PSY_SCHIZODEL_EXMORE	2023 European CUD meta-analysis	NA	0.0032	0.0046	1.0597	0.0082	0.9905	0.0078	FALSE	participant_overlap_unknown_or_unreported	archived_ldsc_log	target-auxiliary overlap was not resolved from the available public source records; LDSC command mode recorded as freely estimated	1.0.1	freely_estimated_default	SCZ_FINNGEN_R13_EXMORE__CUD_2023_EUR.log	log_parsed
target_auxiliary	psychiatric_target_auxiliary	NA	SCZ_PGC2022	ADHD	0.196801714427714	0.0207528432976333	0.3876	0.0136	0.164	0.0073	https://figshare.com/articles/dataset/scz2022/19426775/7	PGC ADHD 2023 European release; Figshare file 40036684	NA	0.0359	0.0084	1.0793	0.0167	1.0252	0.01	FALSE	participant_overlap_unknown_or_unreported	archived_ldsc_log	target-auxiliary overlap was not resolved from the available public source records; LDSC command mode recorded as freely estimated	1.0.1	freely_estimated_default	SCZ_PGC2022__ADHD.log	log_parsed
target_auxiliary	psychiatric_target_auxiliary	NA	SCZ_PGC2022	AN	0.230660072755734	0.0264105495313085	0.3876	0.0136	0.2494	0.0166	https://figshare.com/articles/dataset/scz2022/19426775/7	Watson et al. 2019 anorexia nervosa European summary statistics	NA	0.0602	0.0101	1.0811	0.0186	1.0224	0.0111	FALSE	participant_overlap_unknown_or_unreported	archived_ldsc_log	target-auxiliary overlap was not resolved from the available public source records; LDSC command mode recorded as freely estimated	1.0.1	freely_estimated_default	SCZ_PGC2022__AN.log	log_parsed
target_auxiliary	psychiatric_target_auxiliary	NA	SCZ_PGC2022	ANX	0.416892414759663	0.022857194214721	0.3876	0.0136	0.0776	0.0028	https://figshare.com/articles/dataset/scz2022/19426775/7	PGC anxiety meta-analysis excluding UTAH; Figshare article 31389910, file 62089324; doi:10.6084/m9.figshare.31389910.v1	NA	0.0357	0.0085	1.0762	0.0151	1.0423	0.0104	FALSE	participant_overlap_unknown_or_unreported	archived_ldsc_log	target-auxiliary overlap was not resolved from the available public source records; LDSC command mode recorded as freely estimated	1.0.1	freely_estimated_default	SCZ_PGC2022__ANX.log	log_parsed
target_auxiliary	psychiatric_target_auxiliary	NA	SCZ_PGC2022	ASD	0.252035771615213	0.0297823952483794	0.3876	0.0136	0.2035	0.0178	https://figshare.com/articles/dataset/scz2022/19426775/7	Grove et al. 2019 ASD European summary statistics	NA	0.0235	0.0091	1.1193	0.0191	1.0038	0.0099	FALSE	participant_overlap_unknown_or_unreported	archived_ldsc_log	target-auxiliary overlap was not resolved from the available public source records; LDSC command mode recorded as freely estimated	1.0.1	freely_estimated_default	SCZ_PGC2022__ASD.log	log_parsed
target_auxiliary	psychiatric_target_auxiliary	NA	SCZ_PGC2022	AUD	0.355520443712622	0.0236679403382704	0.3876	0.0136	0.085	0.0035	https://figshare.com/articles/dataset/scz2022/19426775/7	Nature Medicine 2023 European AUD meta-analysis; AUD_EUR_Aug2023.txt.gz	NA	0.0351	0.0064	1.0753	0.0154	1.0431	0.0069	FALSE	participant_overlap_unknown_or_unreported	archived_ldsc_log	target-auxiliary overlap was not resolved from the available public source records; LDSC command mode recorded as freely estimated	1.0.1	freely_estimated_default	SCZ_PGC2022__AUD.log	log_parsed
target_auxiliary	psychiatric_target_auxiliary	NA	SCZ_PGC2022	BD_PGC2021	0.67611143650925	0.0243513239384979	0.3876	0.0136	0.2788	0.0114	https://figshare.com/articles/dataset/scz2022/19426775/7	PGC bipolar disorder 2021 summary statistics	NA	0.2134	0.0087	1.0864	0.0159	1.0313	0.0111	FALSE	participant_overlap_unknown_or_unreported	archived_ldsc_log	target-auxiliary overlap was not resolved from the available public source records; LDSC command mode recorded as freely estimated	1.0.1	freely_estimated_default	SCZ_PGC2022__BD_PGC2021.log	log_parsed
target_auxiliary	psychiatric_target_auxiliary	NA	SCZ_PGC2022	CUD_2023_EUR	0.372816070699899	0.0259681775786823	0.3876	0.0136	0.0874	0.0045	https://figshare.com/articles/dataset/scz2022/19426775/7	2023 European CUD meta-analysis	NA	0.0083	0.0068	1.0756	0.015	0.993	0.009	FALSE	participant_overlap_unknown_or_unreported	archived_ldsc_log	target-auxiliary overlap was not resolved from the available public source records; LDSC command mode recorded as freely estimated	1.0.1	freely_estimated_default	SCZ_PGC2022__CUD_2023_EUR.log	log_parsed
target_auxiliary	psychiatric_target_auxiliary	NA	SCZ_PGC2022	MDD_CLIN_PGC2025	0.405927957115284	0.036497316461509	0.3876	0.0136	0.095	0.0096	https://figshare.com/articles/dataset/scz2022/19426775/7	PGC MDD2025 clinical/interview European summary statistics	https://figshare.com/articles/dataset/GWAS_summary_statistics_for_major_depression_PGC_MDD2025_/27061255	0.1108	0.0065	1.0773	0.0166	1.0131	0.0073	FALSE	participant_overlap_unknown_or_unreported	archived_ldsc_log	target-auxiliary overlap was not resolved from the available public source records; LDSC command mode recorded as freely estimated	1.0.1	freely_estimated_default	SCZ_PGC2022__MDD_CLIN_PGC2025.log	log_parsed
