Annotation	annotation_key	annotation_basename	annotation_class	published_label	domain	raw_covariance_PGC	raw_covariance_FinnGen	delta_FinnGen_minus_PGC	SE	z	P_two_sided	alpha_domain_29	Bonferroni_significant_domain_29	QC_model_warning_free	QC_zsmooth_ok	QC_primary_eligible	Bonferroni_significant_domain_29_primary	Annotation_model_warning	Annotation_model_error	Z_smooth_PGC	Z_smooth_FinnGen	max_abs_Z_smooth	contrast_status	finite_contrast	covariance_condition_number
PI_x_MGL2	PI_x_MG	PI_x_MGL2	custom	PI x Microglia	SUD	NA	NA	NA	NA	NA	NA	0.00172413793103448	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	1.34022240055243	1.34022240055243	1.34022240055243	no sandwich capture	FALSE	NA
PI_x_NSCL2	PI_x_NSC	PI_x_NSCL2	custom	PI x Neuronal Stem Cells	COMP	0.00385494317075476	0.00270647113042739	-0.00114847204032737	0.00192047516110018	-0.598014524524985	0.549830241661883	0.00172413793103448	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	1.68624232512762	1.68624232512762	1.68624232512762	sandwich captured	TRUE	11.257588089695
PI_x_NSCL2	PI_x_NSC	PI_x_NSCL2	custom	PI x Neuronal Stem Cells	INT	0.00250734676317684	0.000817706834419032	-0.00168963992875781	0.000852017412230288	-1.98310492779122	0.0473557102923041	0.00172413793103448	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	1.68624232512762	1.68624232512762	1.68624232512762	sandwich captured	TRUE	11.257588089695
PI_x_NSCL2	PI_x_NSC	PI_x_NSCL2	custom	PI x Neuronal Stem Cells	SUD	0.00158534266742797	0.000271432862440702	-0.00131390980498727	0.000696515476983027	-1.88640432037275	0.0592404908218018	0.00172413793103448	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	1.68624232512762	1.68624232512762	1.68624232512762	sandwich captured	TRUE	11.257588089695
PI_x_ODCL2	PI_x_ODC	PI_x_ODCL2	custom	PI x Oligodendrocytes	COMP	0.00504273520455979	0.00341683126274669	-0.0016259039418131	0.00218569248971254	-0.743885038479011	0.456946027536837	0.00172413793103448	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	1.50144421247781	1.50144421247781	1.50144421247781	sandwich captured	TRUE	11.2222252458347
PI_x_ODCL2	PI_x_ODC	PI_x_ODCL2	custom	PI x Oligodendrocytes	INT	0.0015943391345947	0.000492827207610839	-0.00110151192698386	0.000977504329623505	-1.12686143027941	0.259801072847534	0.00172413793103448	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	1.50144421247781	1.50144421247781	1.50144421247781	sandwich captured	TRUE	11.2222252458347
PI_x_ODCL2	PI_x_ODC	PI_x_ODCL2	custom	PI x Oligodendrocytes	SUD	0.00136244408126674	-4.7892807930416e-05	-0.00141033688919716	0.00081572102906887	-1.72894511596328	0.0838189183889267	0.00172413793103448	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	1.50144421247781	1.50144421247781	1.50144421247781	sandwich captured	TRUE	11.2222252458347
PI_x_OPCL2	PI_x_OPC	PI_x_OPCL2	custom	PI x Oligodendrocyte Precursor Cells	COMP	0.005711796501714	0.00120170113557837	-0.00451009536613564	0.00251981561960505	-1.78985134112413	0.0734778130106348	0.00172413793103448	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	0.85927148856195	0.85927148856195	0.85927148856195	sandwich captured	TRUE	11.7520181336336
PI_x_OPCL2	PI_x_OPC	PI_x_OPCL2	custom	PI x Oligodendrocyte Precursor Cells	INT	0.0037184479682798	0.00113074571137752	-0.00258770225690228	0.0011879353933282	-2.17831901586197	0.0293822944098552	0.00172413793103448	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	0.85927148856195	0.85927148856195	0.85927148856195	sandwich captured	TRUE	11.7520181336336
PI_x_OPCL2	PI_x_OPC	PI_x_OPCL2	custom	PI x Oligodendrocyte Precursor Cells	SUD	0.00227929563372938	-0.000351285996573348	-0.00263058163030273	0.00103222753189637	-2.54845133366084	0.0108202382668758	0.00172413793103448	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	0.85927148856195	0.85927148856195	0.85927148856195	sandwich captured	TRUE	11.7520181336336
