Annotation	annotation_key	annotation_basename	annotation_class	published_label	domain	raw_covariance_PGC	raw_covariance_FinnGen	delta_FinnGen_minus_PGC	SE	z	P_two_sided	alpha_domain_29	Bonferroni_significant_domain_29	QC_model_warning_free	QC_zsmooth_ok	QC_primary_eligible	Bonferroni_significant_domain_29_primary	Annotation_model_warning	Annotation_model_error	Z_smooth_PGC	Z_smooth_FinnGen	max_abs_Z_smooth	contrast_status	finite_contrast	covariance_condition_number
PI_x_exCA1L2	PI_x_exCA1	PI_x_exCA1L2	custom	PI x exCA1	COMP	0.00839957405826291	0.00661535385270462	-0.00178422020555829	0.00272133834116996	-0.655640711250632	0.512055324617101	0.00172413793103448	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	0.543258378260858	0.543258378260858	0.543258378260858	sandwich captured	TRUE	10.6915466700336
PI_x_exCA1L2	PI_x_exCA1	PI_x_exCA1L2	custom	PI x exCA1	INT	0.0032267232706388	0.00113032993643227	-0.00209639333420653	0.00109343415961887	-1.91725611987214	0.0552054016003895	0.00172413793103448	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	0.543258378260858	0.543258378260858	0.543258378260858	sandwich captured	TRUE	10.6915466700336
PI_x_exCA1L2	PI_x_exCA1	PI_x_exCA1L2	custom	PI x exCA1	SUD	0.00189017277611329	-0.000659101955745067	-0.00254927473185836	0.000978177660127982	-2.60614695649951	0.00915671657103148	0.00172413793103448	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	0.543258378260858	0.543258378260858	0.543258378260858	sandwich captured	TRUE	10.6915466700336
PI_x_exCA3L2	PI_x_exCA3	PI_x_exCA3L2	custom	PI x exCA3	COMP	0.00786608442293562	0.00329159362631233	-0.00457449079662329	0.00306393473507106	-1.49301182700198	0.135434091057277	0.00172413793103448	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	0.370879389921652	0.370879389921652	0.370879389921652	sandwich captured	TRUE	14.4669507657515
PI_x_exCA3L2	PI_x_exCA3	PI_x_exCA3L2	custom	PI x exCA3	INT	0.00331721579259193	0.00168755365791615	-0.00162966213467577	0.00120037094804255	-1.3576321030872	0.174580451006218	0.00172413793103448	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	0.370879389921652	0.370879389921652	0.370879389921652	sandwich captured	TRUE	14.4669507657515
PI_x_exCA3L2	PI_x_exCA3	PI_x_exCA3L2	custom	PI x exCA3	SUD	0.00235927758370584	0.000133264293567487	-0.00222601329013835	0.000962636946133772	-2.31241206674922	0.0207549860203278	0.00172413793103448	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	0.370879389921652	0.370879389921652	0.370879389921652	sandwich captured	TRUE	14.4669507657515
PI_x_exDGL2	PI_x_exDG	PI_x_exDGL2	custom	PI x exDG	COMP	NA	NA	NA	NA	NA	NA	0.00172413793103448	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	0.722679120105401	0.722679120105401	0.722679120105401	no sandwich capture	FALSE	NA
PI_x_exDGL2	PI_x_exDG	PI_x_exDGL2	custom	PI x exDG	INT	NA	NA	NA	NA	NA	NA	0.00172413793103448	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	0.722679120105401	0.722679120105401	0.722679120105401	no sandwich capture	FALSE	NA
PI_x_exDGL2	PI_x_exDG	PI_x_exDGL2	custom	PI x exDG	SUD	NA	NA	NA	NA	NA	NA	0.00172413793103448	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	0.722679120105401	0.722679120105401	0.722679120105401	no sandwich capture	FALSE	NA
PI_x_exPFC1L2	PI_x_exPFC1	PI_x_exPFC1L2	custom	PI x exPFC1	COMP	0.00819041148982169	0.00671910155612294	-0.00147130993369875	0.00251771270748608	-0.584383567403863	0.558962279940617	0.00172413793103448	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	0.66403014607535	0.66403014607535	0.66403014607535	sandwich captured	TRUE	11.1584898914723
