section	disease	comparison	analysis_tier	left_target	right_target	left_phbc	right_phbc	delta_pp	paired_jackknife_se_pp	ci95_low_pp	ci95_high_pp	z	p_two_sided	mde80_two_sided_pp
"neurological"	"AD"	"AD_NOPROXY_minus_MAIN"	"primary"	"AD_GCST90704647_NOPROXY"	"AD_GCST90704646_MAIN"	0.10250198255093	0.0914279238798222	1.10740586711076	1.44535016207602	-1.72548045055823	3.94029218477975	0.766185175169003	0.443566128072358	4.0499
"neurological"	"AD"	"AD_NOBIOBANK_minus_MAIN"	"sensitivity"	"AD_GCST90704648_NOBIOBANK"	"AD_GCST90704646_MAIN"	0.0917508845926857	0.0914279238798222	0.0322960712863529	1.93116021310402	-3.75277794639753	3.81737008897023	0.0167236623182301	0.986657069999506	5.4111
"neurological"	"Epilepsy"	"EPILEPSY_EHR2_minus_ILAE"	"primary"	"EPILEPSY_EHR_META_2OF3"	"EPILEPSY_ILAE2023_EUR"	0.0431291501791733	0.0364308768752497	0.669827330392368	2.6264378222536	-4.47799080122469	5.81764546200943	0.255032624308473	0.798697901608434	7.3593
"neurological"	"Epilepsy"	"EPILEPSY_EHR3_minus_ILAE"	"sensitivity"	"EPILEPSY_EHR_META_3OF3"	"EPILEPSY_ILAE2023_EUR"	0.0394530120783981	0.0364308768752497	0.302213520314844	2.52746516814218	-4.65161820924383	5.25604524987352	0.119571784459837	0.904822372067735	7.0820
"neurological"	"AD"	"AD_NOPROXY_minus_NOBIOBANK"	"neurological_sensitivity"	"AD_GCST90704647_NOPROXY"	"AD_GCST90704648_NOBIOBANK"	0.10250198255093	0.0917508845926857	1.07510979582441	1.95982703161569	-2.76615118614235	4.91637077779116	0.548573817220023	0.583297958237061	5.4914
"neurological"	"Epilepsy"	"EPILEPSY_FINNGEN_minus_ILAE"	"neurological_sensitivity_direct_registry"	"EPILEPSY_FINNGEN_R13"	"EPILEPSY_ILAE2023_EUR"	0.0390110150605444	0.0364308768752497	0.258013818529474	2.7699957689715	-5.17117788865466	5.68720552571361	0.0931459251381005	0.925787633016457	7.7615
"neurological"	"Epilepsy"	"EPILEPSY_EHR_META_2OF3_minus_3OF3"	"meta_definition_sensitivity"	"EPILEPSY_EHR_META_2OF3"	"EPILEPSY_EHR_META_3OF3"	0.0431291501791733	0.0394530120783981	0.367613810077524	0.293821116470574	-0.208275578204801	0.943503198359848	1.2511483670519	0.21088035198325	0.8233
