common_valid_blocks	pearson_r	pearson_p	spearman_rho	spearman_p	nonzero_common_blocks	sign_concordant_blocks	sign_concordance	informative_common_blocks	informative_sign_concordant_blocks	informative_sign_concordance	cosine_similarity	top5pct_n_each	top5pct_intersection_n	top5pct_overlap_fraction	top5pct_jaccard	top5pct_expected_random_intersection	top5pct_enrichment_over_random
1698	0.30118366499319665	6.092624652254089e-37	0.26002885270231746	1.2175241052626276e-27	1698	995	0.5859835100117785	158	114	0.7215189873417721	0.2849043305712695	85	18	0.21176470588235294	0.11842105263157894	4.255005889281508	4.230311418685121
