comparison	analysis_tier	auxiliaries	n_aux	left_uncorrected_phbc	right_uncorrected_phbc	delta_uncorrected_pp	paired_jackknife_se_pp	ci95_low_pp	ci95_high_pp	z	p_two_sided	corrected_delta_pp	left_corrected_weight	right_corrected_weight	n_block	method
SCZ_FINNGEN_minus_PGC_correction_off	psychiatric_sensitivity	MDD_CLIN_PGC2025,BD_PGC2021,PTSD,ANX,ADHD,ASD,OCD_2025,AN,AUD,CUD_2023_EUR	10	0.338208762368297	0.528353542568201	-19.0144780199905	6.96116354897763	-32.6583585759866	-5.37059746399432	-2.73150858850071	0.00630450977596362	-27.2576788131908	0.8125	0.96875	200	uncorrected full-data quadratic form with 200-block paired delete-one-block jackknife
